id,value,category,label,info
3927,2,person,Pan Youan,"The servant of the Jia family, Si Qi's childhood sweetheart, uncle and cousin. He is cowardly and timid and afraid of things. He was caught by Yuanyang in the Grand View Garden with Siqi and fled far away for fear of his crime. He got rich and went home, intending to marry Siqi, but Si's mother refused to obey. Siqi died when she hit the wall, and he also committed suicide by committing suicide. Pan Youan made a direct appearance in ""Dream of Red Mansions"". The first time was in the 71st chapter of ""Dream of Red Mansions"", when Pan Youan and his girlfriend Si Qi were dating in the poetic Grand View Garden. Unfortunately, he was caught by the mandarin duck, and Pan Youan quickly hid behind the tree. After Si Qi saw Yuanyang, he asked Pan Youan to come out. Pan Youan had to climb out from behind the tree and kowtowed to Jia Mu's eldest maid Yuanyang sister like pounding garlic. This is his appearance, with only a series of actions, no portrayal of appearance, and no sound expression."
3929,2,person,Jia Qin,"The chief supervisor of the little monk and Taoist priest of the Jia family. He was in the family temple and dominated the king and gathered to gamble every night. Someone anonymously wrote ""Xibei Caojin is young and is in charge of nuns in Shuiyue Temple. How many women are there for a man? It is a love for prostitutes and gambling. Unworthy children come to do business, and they have a good reputation in Rongguo Mansion."" The post was posted at the gate of Rongfu. After Jia Zheng's opinion, he was dismissed from his position as the chief supervisor."
3930,1,person,Jade love,"Primary school students in Jia Jiayi School. He didn't take the real name, but because he was born charming and romantic, he gave him this nickname in the school."
3931,3,person,Come and rise,"The first chapter of the tenth chapter ""Widow Jin was humiliated by greed for profit and power, and the Imperial Doctor Zhang discussed the source of illness and exhaustion""."
3932,3,person,Yu Lu,"Yu Lu is a character in Cao Xueqin's novel ""Dream of Red Mansions"" and a little housekeeper."
3933,1,person,Apricot,"Liu Xianglian’s servant."
3934,3,person,Lai Shangrong,"Mama Lai’s grandson. The Lai family was originally a slave of the Jia family, but as soon as Lai Shangrong died of fertility, he was released by his master and became a free man."
3935,2,person,Golden Color,"The father of Yuanyang and Jin Wenxiang, born in 1841. (See Chapter 46 of ""Dream of Red Mansions"") The old servant of the Jia family and his wife were watching the house in Nanjing."
3936,1,person,Xing Dequan,"Mrs. Xing’s younger brother, Xing Xiuyan’s uncle."
3937,1,person,Longer,"Jia Lian’s servant."
3938,3,person,Xing'er,"Jia Lian's confidant servant, he once told You Erjie in detail about the members of the Rong Mansion. Later, Wang Xifeng discovered that Jia Lian had married secretly, so she used him to interrogate him and asked him to slap himself in the mouth. Xing'er had to shoot the left and right, slapped more than a dozen mouths, and informed Jia Lian of the process of stealing marriage to You Erjie one by one."
3939,2,person,Wang Shanbao,"One of the twelve families. Mrs. Xing’s servant."
3940,5,person,Leng Zixing,"Leng Zixing is Zhou Rui's son-in-law, an antique dealer in the capital, and is a good friend to Jia Yucun. He introduced Rongguo Mansion to Jia Yucun, so that everyone in the Jia family would make a whole appearance in his mouth."
3941,1,person,Bu Shiren,"Jia Yun’s mother’s uncle, owner of the spice shop."
3942,1,person,Feng Ziying,"Feng Ziying is the son of General Feng Tang, the Shenwu General, and has contacts with Jia Baoyu, Xue Pan and others in the Jia Mansion. Feng Ziying is also a ""mysterious figure"" that all Redologists are passionate about. In the 26th chapter of ""The Beewaist Bridge Settings Messages and Thoughts, Xiaoxiang Pavilion's Spring Sleeping Feelings"", as Xue Pan celebrates her birthday, Baoyu and others come to congratulate her, and Feng Ziying is also among them."
3943,4,person,The father of Fengjie,"The father of Fengjie."
3944,2,person,The father of Shi Xiangyun,"The son of Shi Hou."
3945,2,person,Wei Ruolan,"It only appears a few times in ""Dream of Red Mansions"", only once during the funeral of Qin. The book points out that his identity is ""Prince of the Prince of the Prince"". The reason why he became a striking figure was because of the special mention of Zhipi."
3946,2,person,The son of Mei Hanlin,"Xue Baoqin's husband."
3947,2,person,Wu Xingdeng,"A servant of the Jia family."
3948,5,person,Wanger,"Wang'er, also called Wang'er, is Wang Xifeng's servant."
3949,2,person,Feng Su,"Feng Su was Zhen Shiyin's father-in-law and a wealthy farmer."
3950,2,person,Brother Li Wan,"Li Wan's brother."
3951,3,person,Little Shami,"Jia Yucun's disciple is good at making moves when he sees the wind."
3952,1,person,emperor,"The emperor is just an allusion, no specific title. He just plays a hidden role in guessing riddles."
3953,2,person,Uncle Xue,"Xue Pan's father."
3954,3,person,King of Beijing,"King Jing of Bei, whose name is Shuirong, was not yet weak in the year. He described his beautiful personality and a humble temperament. Because his ancestors had a family friendship with the Jia family, they never met with different surnames, and they did not regard themselves as the throne."
3955,2,location,Yingtian Mansion,"Yingtian Prefecture is Shangqiu, Henan today. Jinling refers to Nanjing, and was called Yingtian in the Ming Dynasty. Yingtian and Yingtian Mansion are not the same place. Cao Xueqin originally deliberately confused the time and location of the Red Chamber."
3956,1,person,Xier,"Jia Zhen’s follower."
3957,1,person,Shou'er,"A servant of Jia Baoyu."
3958,1,person,Qian Huai,"A male servant from Rong Mansion was sent to school with Jia Huan. He is Aunt Zhao's nephew, and his parents are in charge of the accounts in the treasury. He fell in love with Liu Wuer, so he leaned on his power to propose marriage. How could Wuer insist on not obeying? He ""was angry and ashamed in his heart, and he was sure to make a match for this wish."""
3959,1,person,Wu Jinxiao,"Head of Heishan Village in Ningfu. The book says that he went to Beijing for more than a month to pay the rent at the end of the year, and complained to Jia Zhen, ""It's really not good to grow up in the year."" Jia Zhen looked at the rent order given by Wu Jinxiao, and said dissatisfiedly, ""I'm really telling you to leave for the New Year again."" He also talked about the fact that the Rong Mansion had added a lot of expenses in the past few years, and he couldn't add some silver banknotes, so he lost a lot. ""If you don't want it, who will you look for!"" The life now is really ""the boxwood is a chime-there is decent outside and it is hard inside."""
3960,3,person,The King of Nan'an County,"The Prince of Nan'an is a prince. In ""Dream of Red Mansions"", it was later written that the Jia family held a grand funeral for Qin Keqing, and four princes came to participate in the memorial service. They were the Prince of Dongping, the Prince of Nan'an, the Prince of Xining and the Prince of Beijing."
3961,2,person,Feng Yuan,"Feng Yuan, homophonic to ""fighting injustice"", means that he suffers injustice. The son of a small gentry in Jinling Province. Both his parents died since childhood and had no brothers, so he was the only one who lived on some poor fortune."
3962,2,person,Li Shouzhong,"Li Wan's father once offered wine to the Imperial College."
3963,1,person,Dan Pinren,"Shan Bianren was the Qingke Gonggong under Jia Zheng and flattered Baoyu. Zhipi is named ""the meaning of goodness and deception."" In order to welcome Yuan Concubine to the province, he followed Jia Qiang to visit Gusu to hire teachers, buy girls, and buy musical instruments and clothing."
3964,1,person,Cheng Rixing,"Cheng Rixing was a Qingke husband under Jia Zheng, and he also worked in antique industry. Baoyu said that painting beauty was his unique skill."
3965,1,person,Zhan Guang,"Zhan Guang's courtesy name is Ziliang, and he was the guest of Qingke under Jia Zheng's family. He was good at painting detailed buildings and pavilions. When building the Grand View Garden, he also participated in the planning and design; when writing couplet plaques for the Grand View Garden, he also participated in the discussion. Usually, he played chess and chatted with Jia Zheng, and when he saw Baoyu flatteringly, he was extremely ugly. The Jia family lost power and the person quit. Zhi Yanzhai said that the author gave Qingkes a lot of jokes, and Zhan Guang said that he ""is to be rich in light"" (Jiaxu version)."
3967,2,person,Zhaoer,"Jia Lian's confidant servant. He once followed Jia Lian to Yangzhou to visit Lin Ruhai. When Ruhai died, he rushed back to the capital to report the funeral and get clothes."
3968,3,person,Bald monk,"The bald monk and the lame Taoist have few roles but their status is quite strong. As a magical figure with a ""baby head and a slutty"" appearance, although the bald monk and the lame Taoist are not good-looking, they are real ""gods"" in the novel, and they are even more profound meanings that can make people rich and return to poverty in one go."
3969,4,person,Lame man,"A lame Taoist, he saw a muddy world with endless desires, fame and reputation, and clever robbery. ""Everyone in the world knows that gods and immortals are good, but only fame and fame cannot be forgotten."" ""Everyone in the world says gods and immortals are good, but only gold and silver cannot be forgotten."" The ""Song of Good"" he sang is an absurd song. Zhen Shiyin made annotations for ""The Song of Good"". His solution is the ""deconstruction"" of the muddy world and the absurd life. It turns out that this crowd stage with gold and jade is just a series of absurd dramas: ""You are just singing and I will appear on the stage, and you will recognize that the foreign land is your hometown. It is very absurd. In the end, you will always make wedding clothes for others."" (The lame Taoist is also called Miaomiao Zhenren, while the Kongkong Taoist is another image in the book.)"
3970,3,person,Huo Qi,"Zhen Shiyin's slave. Homophony ""disaster"". Because he lost Zhen Shiyin's three-year-old beloved daughter Zhen Yinglian, he fled to a foreign land."
3971,5,person,The son of Wanger,"The son of Wang's son."
3972,2,person,Shenying's servant,"Shenying's servant was the predecessor of Jia Baoyu. He had been irrigated with the Crimson Pearl Fairy Grass by the Three Lives Stone. The spiritual jade on Jia Baoyu's body is transformed from stubborn stones. Later, after ""Jiangzhu"" died in tears"", he experienced the ""love couple"" with Baochai, ""the loving couple in winter"", ""Jiangzhu"" and the daughters: ""After the three springs passed, all the flowers were gone"", etc., he was dissatisfied with ""Jiangzhu"" and ""verified the previous relationship""."
4037,twenty one,person,Lin Daiyu,"The crown of the Twelve Beauties of Jinling (joining with Baochai). Lin Ruhai and Jia Min's daughter, Baoyu's cousin, lived in Rongguo Mansion. She is arrogant, sentimental and quick-witted. She and Baoyu are truly in love, they are Baoyu's alliance against feudal ethics, and they are a firm suitor in free love."
4038,17,person,Xue Baochai,"The Twelve Beauties of Jinling (joining with Daiyu), comes from the Xue family of four major families and the daughter of Aunt Xue. She is generous and elegant, and has a graceful manner. She hated the darkness of the officialdom, but she still advised Baoyu to study and become an official. There is a golden lock, and the spiritual jade with Jia Baoyu is called a golden jade marriage by outsiders."
4039,7,person,Sister Jia Qiao,"Ten of the Twelve Beauties of Jinling, the daughter of Jia Lian and Wang Xifeng. Because she was born on the seventh day of the seventh month, Liu Laolao named her ""Jia Qiao"". In the defeat and backwardness of the Jia family, Wang Ren and Jia Huan wanted to sell her to the vassal king as their maid. At the critical moment, fortunately, Liu Laolao rescued her and took her to the countryside."
4040,8,person,Jia Xichun,"The Eighth of the Twelve Beauties of Jinling, Jia Zhen’s sister of Ningguo Mansion and the Fourth Miss Jia Mansion, are fond of painting. Because her father Jia Jing was obsessed with refining alchemy, her mother died early, and she has been growing up with Jia Mu in Rongguo Mansion. Because she did not have the love of her parents, she developed an introverted and indifferent personality. When she was copying the Grand View Garden, she cruelly drove her maids away into the painting. The decline of the four major families and the ending of the three sisters made her think of abandoning the world and seeing through the world and becoming a monk and nun."
4041,25,person,Wang Xifeng,"Nine of the Twelve Beauties of Jinling comes from the Wang family of the four major families, Mrs. Wang’s niece and Jia Lian’s wife. She is smart and capable, and is deeply trusted by Mu Jia and Mrs. Wang. She has become the housekeeper of Rongguo Mansion. She is sleek and thoughtful in dealing with people and has done a lot of things to kill money. In the first 80 chapters, she supports Bao Dai's love."
4042,10,person,Jia Yingchun,"The seventh of the Twelve Beauties of Jinling was born to Jia She and her concubine, the second lady of the Jia family. She is honest and incompetent, cowardly and afraid of things, and has the nickname of ""Ermu Tou"". Not only did she not as good as her sisters in writing poems and guessing riddles, she also only knew how to give in and let others bully her. Jia She owed the Sun family five thousand taels of silver but failed to pay it back, so she married her to the Sun family. The first 80 chapters of the original work did not explain the ending. According to the judgment of the Twelve Beauties of Jinling, she was eventually abused to death by her husband Sun Shaozu."
4043,12,person,Li Wan,"The eleventh Beauties of Jinling, Jia Zhu's widow, gave birth to a son Jia Lan. Although Li Wan was in the midst of a rich and beautiful place, she was like a ""dead tree and dead ashes"". She ignored her and only knew how to raise her parents and children, and accompanied her sister and other girls in her spare time and recited them. She is a typical priest who abides by feudal etiquette and law."
4044,9,person,Jia Yuanchun,"The third of the Twelve Beauties of Jinling is the eldest daughter of Jia Zheng and Mrs. Wang, and the eldest daughter of Jia's family. Because of his virtuous, filial piety and virtue, he was selected to be a female history. Shortly after Qin Keqing's funeral was held, Yuanchun was promoted to the Imperial Concubine. In order to welcome her to visit her, the Jia family built the Grand View Garden. She brought the family ""fire cooking oil, flowers blooming with flourishing"", but she was in a deep palace and could not enjoy the joy of family."
4045,14,person,Jia Tanchun,"The fourth of the Twelve Beauties of Jinling, born to Jia Zheng and Aunt Zhao, the third lady of the Jia family. She is smart and capable, has a strong personality, and has the nickname of ""Rose"". When she was conducting inspection of the Grand View Garden, she slapped Wang Shanbao's family in public. She was quite touched by the crisis in the Jia family and used the reform to promote profits and eliminate disadvantages to save it. Although the reform was successful, it was useless."
4046,12,person,Mrs. Xing,"Jia She's wife has no children and has an awkward position and is not as good as the Lady of the Sister-in-law. She is stubborn and only knows how to flatter Jia She. She has a lot of wives in her family, and all the big and small matters are at the mercy of Jia She. Once the money was entered and left, she would deduct abnormalities and greedily take the money. Children and daughters are not trusted by one person and do not listen to a word, so they are not popular."
4047,11,person,Aunt Zhao,"Aunt Zhao is the concubine of Jia Zheng, the second master of Rongguo Mansion, and the biological mother of Jia Huan, the third master of Huan and Jia Tanchun, and the third girl. Perhaps, Aunt Zhao was beautiful when she was young, and you can probably know a little about Tanchun's appearance. So, Aunt Zhao became Jia Zheng's concubine, which was a lucky step for her, but also a unfortunate beginning."
4048,10,person,Jia Min,"Jia Min is the daughter of Jia Daishan and Shi Taijun, and the mother of Lin Daiyu. He is extremely charming and talented, and appears as a late character in the famous book ""Dream of Red Mansions"". Jia Min, the youngest daughter whom Jia Mu loved the most, was cared for by Jia Mu before she got married, so that Mrs. Wang could not bear the deepest memory. Marrying the Yan Yan Censor Lin Ruhai as his wife. He first gave birth to a son, died young, and then gave birth to Lin Daiyu. Died early."
4049,14,person,Jia's mother,"From the historians of the four major families, the old lady of the Jia family and the grandmother of Baoyu. In the Jia family, he started with a great-grandson wife and until he had a great-grandson wife. With her shrewdness and ability, she settled firmly as the head of the Jia family."
4050,3,person,Miaoyu,"Six of the Twelve Beauties of Jinling, a native of Suzhou. My ancestors were a family of officials. Because they were sick since childhood, they bought many subtitles but were useless. They had to enter the empty sect and practice with their hair. After her parents died, she followed her master to Beijing. After the master passed away, Mrs. Wang appreciated her Buddhist cultivation and invited her to stay in the Yangcui Temple in the Grand View Garden. The first 80 chapters of the original work did not explain the ending."
4051,twenty one,person,Mrs. Wang,"Mrs. Wang is the mother of Jia Baoyu, one of the twelve beauties, and the wife of Jia Zheng, and one of the parents in charge of the Rongguo Mansion. She has a dull and conservative personality, and Mu Jia described her as honest and sick and painful."
4052,12,person,Shi Xiangyun,"The fifth of the Twelve Beauties of Jinling comes from the historians of the four major families and is the granddaughter of Jia Mu. Both of my parents died since childhood, and I was unable to make decisions at home. From time to time, I had to do needlework in the middle of the night. She was straightforward, cheerful and generous, and had a open heart. She never lingered her children's love affair."
4053,13,person,Qin Keqing,"The Twelve Beauties of Jinling, the Wife of Jia Rong, Ningguo Mansion. She is the daughter adopted by Qin Bangye, the doctor of the Kaishen Department, from the Yangshengtang. Her nickname is Keer and her daimyo. She is graceful and delicate, has a romantic personality, and is gentle and peaceful in her behavior, which is deeply loved by Mu Jia and others. But her father-in-law Jia Zhen had an ambiguous relationship with her, which led to her young and premature death."
4054,9,person,Qingwen,"The character in the Chinese classical novel ""Dream of Red Mansions"" is the first of the sub-sub-books of the Twelve Beauties of Jinling. One of the four maids in Jia Baoyu's room, although he is a maid, he lives a life of a daughter in Baoyu's room. It is widely regarded in the Red School that she has the style of Lin Daiyu. She looks elegant and clever, has a bit of Lin Daiyu's eyebrows and eyes, is very eloquent, and has a good needlework. She once helped Baoyu with illness. She was originally a maid from Lai's mother's house, but because she was loved by Jia Mu, she gave her to Baoyu. Because of spoiling, he developed a kind of unreasonable character. Once when Mrs. Wang came into the garden and saw her beating and scolding the little maid, she felt that she was not well-educated by the aristocratic family. In addition, Wang Shanbao's family and other villains slandered her. When she was sick, she pulled her off from the kang and drove her out (released). Baoyu secretly went to visit her, and Qingwen was deeply moved. That night, Qingwen died tragically."
4055,8,person,Heiren,"Xiren's original name is Zhenzhu, with the surname Hua, the second place in the Twelve Beauties of Jinling, and the first of the four great maids in Baoyu's room. Since childhood, his parents sold him to the Jia family as a maid because of his family's poverty. He originally followed Jia Mu. He served Shi Xiangyun for a few years. Seeing that his joy was pure and conscientious, Jia Mu ordered her to serve Baoyu. She is kind to people, is steady in dealing with things, and is serious in work. She has been praised by all the people in the Grand View Garden and is a famous virtuous woman."
4056,7,person,Ping'er,"Wang Xifeng's dowry girl, Jia Lian's big girl. She is a very smart and handsome girl. Although she is Fengjie's confidant and wants to help Fengjie handle affairs, she is a good person and kind-hearted. Ping'er never bullies others by relying on power and instinctively sympathizes with those slaves who are similar or lower in status as her, and often does good things behind Wang Xifeng's back."
4057,5,person,mandarin duck,"With her father's surname is Jin, she is the eldest maid of Jia Mu and is very trusted. Because of this, she has a high status among the maids of the Jia family. Jia Mu usually leans on her right and left hands. When Jia Mu played cards, she sat next to her to give advice; when Jia Mu held a banquet, she took the seat as the commander. She respects and loves herself, never be proud of herself, and bullies others with power, so she has won the favor and respect of all kinds of people."
4058,6,person,Zijuan,"Zijuan’s original name is Parrot, and she is a second-class girl in Jia Mu’s room. When Jia Mu saw Lin Daiyu coming, she only brought two people, and was afraid that she would not be able to get the help of the envoy, so she gave the parrot to Daiyu and changed her name to Zijuan. She is smart and intelligent, has a good relationship with Daiyu, and is like a sister. She never leaves for a moment. She is Daiyu's ""noble friend in the boudoir"". She is wholeheartedly considering Daiyu. Seeing that Daiyu is an orphan and loves Baoyu, she advises Daiyu to make a big deal while the old lady is still strong. For this reason, she came up with the Lin family to take Daiyu back to Suzhou to try Baoyu, which made Baoyu become ill. After Daiyu died, she returned to Suzhou with Daiyu's coffin to guard Daiyu."
4059,3,person,Ying'er,"Ying'er, whose real name is Huang Jinying, is Xue Baochai's girl. Because Xue Baochai thought the oriole was difficult to speak, she changed her name to Ying'er. She was very well-behaved. When Xue Baochai was watching the spiritual jade and chanting the text engraved on the jade, ""Don't lose and forget, immortality will live forever"", she immediately thought that this was a pair with the two sentences on the lady's collar. She is very skillful, good at making cotton and weaving flower baskets, and knows a lot about color matching. After Xue Baochai married Baoyu, she became Xue Baochai's girl in the house."
4060,3,person,Jade bracelet,"The surname is Bai, his name is Yuchuan, his sister is Jinchuan, and his maid is Mrs. Wang. After Jin Chuan jumped into the well, Mrs. Wang gave Jin Chuan's monthly money to Yu Chuan. On the anniversary of Jin Chuan, Yu Chuan sat alone in the corridor and shed tears, which shows the flesh and blood of the people at the bottom. Yuchuan should be a silent little girl who has been hiding behind her sister."
4061,4,person,Jin Chuan,"The maid in Mrs. Wang's room. This is the surname Bai. There is a sister named ""Yuchuan"", who is also a girl in Mrs. Wang's room. Later, he jumped into a well and committed suicide. Jin Chuan gives people the impression that she is ignorant of the world and is innocent and innocent. The outcome of suicide by jumping into a well also shows that the person is strong and his quality is clean."
4062,2,person,Colorful Cloud,"Caiyun is a girl who has a good time with Jia Huan. Jia Huan once asked for some roses from Fangguan for her. Caiyun opened it and found out that it was Jasmine powder. Aunt Zhao insisted on finding Fangguan. Caiyun couldn't persuade her so she had to hide in the room. Later, she couldn't help but begged by Aunt Zhao and stole something from Mrs. Wang's cabinet for Jia Huan, but Yu Chuan'er discovered it. In order not to embarrass Tanchun, Ping'er asked Baoyu to accept Ming'er who was taking the things, and Caiyun came back to tell Aunt Zhao. Jia Huan became suspicious and thought she was good to Baoyu. He took out all the gifts Caiyun gave to him and threw them over to her face. Caiyun was so anxious that he sweared and explained in every way. Jia Huan still didn't believe it, and Caiyun was so angry that she cried and she threw everything into the river. Later she contracted the disease without medical treatment."
4063,7,person,Siqi,"Jia Yingchun’s girl. He has a strong temper and is decisive. The Liu family failed to exclude them, and later had an affair with Pan You'an and was driven out of the Grand View Garden. In the end, both of them died in love with Pan Youan. ""Fashionable and elegant"", ""high and plump"", work neatly and neatly, and has the style of a ""chivalrous woman"". It is in great contrast to his master Yingchun’s “Ermutou” character."
4064,2,person,Fangguan,"The troupe member bought by the Jia family, whose original surname is Hua, is from Gusu, and is a regular dan. After the opera troupe was disbanded, he became Jia Baoyu's maid. Later, due to the false accusation by others, Mrs. Wang drove her out and asked her godmother to find her son-in-law outside the mansion. Fangguan was unwilling to be traded by her godmother again, so he became a monk with Zhitong from Shuiyue's Ann. Fang Guan’s masculinity is fully demonstrated in the “hair wash incident” and the “rose nitrogen incident”. Fang Guan sang ""When Appreciating Flowers"" at the night banquet of the folk songs with profound meaning, laying many foreshadowings for the later stories. Fangguan is very smart, understanding and has a stubborn temper."
4065,4,person,Musk Moon,"Musk Moon is the first-class maid next to the protagonist Jia Baoyu. One of the four maids in Yihong Courtyard, she did not appear much in the book, but an indispensable role because she was the only one who witnessed the decline of the Jia family and witnessed her daughter's destiny. In the last 40 chapters of Gao E's sequel, he is an important figure who still serves Baoyu and Baochai after he was in decline, so he said: ""It's time to bloom until the end of the flower"", but even so, Baoyu still left the two and became a monk. Musk moon is loyal and honest, and kind-hearted. Among the few big girls in Yihongyuan, she was most influenced by Xiren's ""cultivation and education""."
4066,9,person,Xiangling,"Real name Zhen Yinglian, originally from Gusu, Zhen Shiyin's only daughter, has a little bit of rouge as the size of a grain of rice on the forehead. The daughter of the Twelve Beauties of Jinling, commonly known as Xiangling, is the Jia family. On the Lantern Festival when he was four years old, he was abducted by his son because his family slave Huo Qi was improperly cared for. After raising her, she was originally sold to Feng Yuan, the young master of Jinling, but was robbed by Xue Pan to be a concubine. Baochai named her Xiangling. In the last forty chapters, Xia Jingui poisoned her, but she accidentally poisoned herself to death. After Xue Pan was released from prison, Xiangling was promoted to the right and died of difficult labor. Zhen Shiyin personally took her into the Taixu Illusion Realm."
4067,1,person,Hold the piano,"Baoqin is the girl of Jia Yuanchun, the eldest sister of Jia's family. She is the only named maid who has entered the palace with Yuanchun. Jia Yuanchun is older than the other three ladies. It can be said that Baoqin should be the oldest among the four girls."
4068,4,person,Bao Toad,"Baochan is Xia Jingui's girl with the house. He has three-point appearance and is frivolous. Her and Xia Jingui, the master and servant, are the last group of characters introduced by Cao Xueqin, two sad, pitiful and hateful women. The name of Baochan is quite related to Xia Jingui. The combination of Guichan is the nickname of the moon. There is Guichan Palace and Guichan Palace, and the shadows are in harmony. Although Baochan was Xia Jingui's house, he had his own ulterior motives with his master, sometimes competing with each other, sometimes colluding with others to harm others and end up harming oneself."
4069,2,person,Snow Swallow,"Xueyan is a character in the Chinese classical novel ""Dream of Red Mansions"". Xueyan is a little girl brought by Lin Daiyu from her home in Suzhou and is one of Lin Daiyu's personal girls. Although Xueyan is young, she is a smart person. Although it has no intention of harming others, it has the intention of guarding others."
4070,1,person,Spring Fiber,"Chunxian, first meets the 29th chapter of the original work, Lin Daiyu's maid. It has appeared twice in the book: one is to follow Daiyu to Qingxu Temple for a ceremony; the other is to Qingwen when she was entrusted by Jia Baoyu to give Daiyu a handkerchief, she saw her hanging her handkerchief on the railing."
4071,1,person,Wen Xing,"Xue Baochai's maid. Aunt Xue once said, ""Wen Xing is young, so she can't tell you how to do it."""
4072,3,person,Biyue,"Li Wan's girl. Once she went to Yihongyuan to find a handkerchief, and Baoyu was having fun with Musk Yue, Qingwen and Fangguan. She was very envious, and Baoyu asked her: Why are you not stubborn? Biyue said, ""Our grandma is not stubborn, so she also lived with her two aunts and Miss Qin."""
4073,1,person,amber,"The eldest maid next to Jia Mu takes care of Jia Mu's daily life and is also responsible for all kinds of miscellaneous things such as passing messages and collecting goods."
4074,1,person,Cuimo,"Jia Tanchun's personal maid. Cui Mo and Tanchun's other maid Shishu (to read), are spelled together with the word ""shumo"" to show Jia Tanchun's talent."
4075,10,person,Aunt Xue,"The mother of Xue Pan and Xue Baochai, and the sister of Mrs. Wang. After losing his husband, he brought a pair of children to live in Lixiangyuan in the Jia family, which was homophonic to ""resentment from the hometown"". Later, because the Yuan concubine visited her relatives, the young actors bought by the Jia family were admitted to the hospital for middle school dramas. Aunt Xue and others moved to a quiet residence in the northeast of the garden. She is known for her ""kindness"". Because of her proper behavior, her mother Jia is always willing to sit and chat with her. She spoiled her children very much, and especially pity Xue Pan for being alone, and she was spoiled and indulged, so she failed and let Xue Pan do whatever she wanted outside."
4076,7,person,Xia Jingui,"Xue Pan's wife. Like the Xue family, her family is also a famous merchant in the Ministry of Revenue, which is the imperial merchant, and is also one of the best major portals. There is only one widowed mother in the family with Xia Jingui. Like Xue Pan, she was instigated and educated by her widowed mother. She loved herself as a Bodhisattva, and looked at others as dirty as dirt. She had the appearance of flowers and willows on the outside and the nature of wind and thunder on the inside. She married the Xue family, which caused the Xue family to suffer all the hardships. Xia Jingui is a bold, jealous and vicious image. She is also a member of the ""Baby Life Department"" and a woman worthy of our sympathy and grief."
4077,6,person,Xue Baoqin,"The daughter of the Imperial Shang Dynasty, she traveled with her father in many places when she was a child. She is Aunt Xue’s niece, Xue Ke’s sister, Xue Pan, and Xue Baochai’s cousin. She is very beautiful and Jia Mu likes her very much. She praised her for being more beautiful than the one in the painting, and once wanted to tell her to Jia Baoyu as his wife. Mrs. Wang also recognized her as her goddaughter. She has been reading and literate since she was a child, and she is smart by nature. She once wrote ""Ten Quatrains of Nostalgia"" in the Grand View Garden. Later, he married the son of Mei Hanlin, the capital. She is a nearly perfect person. Her beauty and innocence are completely different from Xing Xiuyan's restraint and aloofness, Li Wen and Li Qi's transcendence and indifference, and are very dazzling. The main achievements are 10 nostalgic poems. By nature, intelligent, talented, cheerful, enthusiastic, lively and active."
4078,6,person,Xing Xiuyan,"Xing Xiuyan is the daughter of Xing Zhong and his wife and the niece of Mrs. Xing. Her family is poor, so the whole family came to join Mrs. Xing and lived in Zilingzhou, the residence of Yingchun in the Grand View Garden. Mrs. Xing did not really love Xing Xiuyan, but just for her face. Mrs. Xing even asked Xing Xiuyan to save one tael of money per month for her parents, so that Xing Xiuyan had to pawn her clothes to maintain her expenses in the Grand View Garden. Xing Xiuyan was born elegant and steady, well-educated and polite. She was attracted by Aunt Xue and begged Jia Mu to be a matchmaker to tell Xue Ke that she would marry Xue Ke."
4079,9,person,Yu's,"Alias ​​Da Grandma, Zhen Da Grandma, and Brother Zhen’s wife, are characters in Cao Xueqin’s novel ""Dream of Red Mansions"" and Jia Zhen’s second wife. Although he was the head of Ningguo Mansion, he had no real power and just obeyed Jia Zhen all the time. She has no talent and no words."
4080,7,person,Sister You Er,"Jia Lian's second wife is the daughter brought by Jia Zhen's stepmother. You Erjie looks beautiful, gentle and gentle. Jia Zhen was greedy for his wife's sister's beauty and treated You Erjie meticulously. When he got tired of playing, he gave her to Jia Lian. Fearing Wang Xifeng's tyranny, Jia Lian had to secretly marry You Erjie as his second wife and place her outside Rongguo Mansion. However, Wang Xifeng soon discovered that under her knife-borrowing murder strategy, You Erjie was tortured. When the fetus was killed by a quack doctor, she swallowed the gold and committed suicide in despair."
4081,5,person,Sister You San,"The daughter brought by Youshi's stepmother, You Erjie's sister, is also known as You Xiaomei. Sister You San looks elegant and elegant, and she prefers to dress up well, and has a kind of charm that is beyond the reach of thousands of people. Lustful people such as Jia Zhen, Jia Lian, and Jia Rong were quite greedy for her. But Sister You San would not want to be played with like her sister. She used her fierceness as a weapon to defend her innocence. After she took a fancy to Liu Xianglian, she waited for him wholeheartedly. However, because Liu Xianglian believed that Ningguo Mansion was full of lustful people (Jia Zhen and Jia Rong), she suspected that You Sanjie was also an unclean person and wanted to ask for the Dingquo. The tough and fierce You Sanjie committed suicide when she returned the Dingquo. You Sanjie has a fierce and strong personality, and is not at the mercy of others like her sister You Erjie."
4082,4,person,Grandma Liu,"Liu Laolao is a worldly-minded old woman from a poor peasant family in the countryside. The fate of Fengjie's daughter Qiaojie is closely related to her. Qiaojie's verdict and Liu Laolao are mentioned in the song ""Liu Yuqing"". This old lady is loved by readers. She is humorous, smart and capable, and extremely witty. She dares to do things, has plans and solutions, and does not care about saving Qiaojie."
4083,5,person,Liu's,"Liu Laolao's daughter."
4084,1,person,Happy to the same,"Aunt Xue’s girl in the room."
